pathway	collection	comparison	method	source	rank_metric	ES	NES	pvalue	padj	FWER	size	output_label	report_side	source_file	rank_at_max	leading_edge	core_enrichment	direction	significant_fdr_0_25	significant_fdr_0_05
GOBP_CHROMOSOME_SEPARATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.51437426	-2.2496614	0	0.0014085346	0.007	83	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2545	tags=43%, list=14%, signal=50%		negative	TRUE	TRUE
GOBP_MATURATION_OF_SSU_RRNA	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.53975004	-2.23012	0	0.0014273043	0.013	64	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3523	tags=47%, list=19%, signal=58%		negative	TRUE	TRUE
GOBP_CHROMOSOME_CONDENSATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.6305026	-2.1988149	0	0.0014320776	0.019	30	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4293	tags=60%, list=24%, signal=78%		negative	TRUE	TRUE
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.4068573	-2.1844897	0	0.0014594924	0.023	420	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4835	tags=43%, list=27%, signal=57%		negative	TRUE	TRUE
GOBP_DNA_TEMPLATED_DNA_REPLICATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.46152687	-2.1884794	0	0.0014730305	0.022	145	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4681	tags=50%, list=26%, signal=67%		negative	TRUE	TRUE
GOBP_REGULATION_OF_CHROMOSOME_SEGREGATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.47131702	-2.1990943	0	0.0015275495	0.019	128	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2545	tags=38%, list=14%, signal=44%		negative	TRUE	TRUE
GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.53812844	-2.1783247	0	0.0015697574	0.026	61	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3846	tags=49%, list=21%, signal=62%		negative	TRUE	TRUE
GOBP_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.5122591	-2.20115	0	0.0016366601	0.019	86	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4470	tags=50%, list=25%, signal=66%		negative	TRUE	TRUE
GOBP_DNA_REPLICATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.41820717	-2.1583111	0	0.0021299487	0.037	270	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4719	tags=44%, list=26%, signal=59%		negative	TRUE	TRUE
GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.440674	-2.1553588	0	0.0021420505	0.039	181	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2562	tags=36%, list=14%, signal=41%		negative	TRUE	TRUE
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.49905774	-2.1503034	0	0.0022076492	0.042	88	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5072	tags=56%, list=28%, signal=77%		negative	TRUE	TRUE
GOBP_MEIOTIC_CHROMOSOME_SEGREGATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.5251442	-2.13751	0	0.0026235098	0.052	69	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2500	tags=39%, list=14%, signal=45%		negative	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.5538261	-2.1314332	0	0.0026977118	0.058	48	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	7023	tags=85%, list=39%, signal=139%		negative	TRUE	TRUE
GOBP_MITOTIC_DNA_REPLICATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.7099491	-2.133087	0	0.0027579542	0.057	17	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2456	tags=59%, list=14%, signal=68%		negative	TRUE	TRUE
GOBP_NUCLEAR_CHROMOSOME_SEGREGATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.41557232	-2.1296325	0	0.0027779485	0.062	280	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2562	tags=33%, list=14%, signal=37%		negative	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEPARATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.6048968	-2.126316	0	0.0029799193	0.068	32	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2371	tags=53%, list=13%, signal=61%		negative	TRUE	TRUE
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.50456375	-2.1211243	0	0.0032985373	0.077	65	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	6097	tags=58%, list=34%, signal=88%		negative	TRUE	TRUE
GOBP_DNA_REPLICATION_CHECKPOINT_SIGNALING	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.649646	-2.1043632	0	0.0033176779	0.093	23	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2799	tags=61%, list=15%, signal=72%		negative	TRUE	TRUE
GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.58101493	-2.1109602	0	0.0033725416	0.089	35	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2500	tags=43%, list=14%, signal=50%		negative	TRUE	TRUE
GOBP_U2_TYPE_PRESPLICEOSOME_ASSEMBLY	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.64550954	-2.104613	0	0.003379811	0.092	24	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4201	tags=67%, list=23%, signal=87%		negative	TRUE	TRUE
GOBP_MEIOTIC_CELL_CYCLE_PROCESS	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.43247214	-2.112533	0	0.0034029952	0.087	178	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4421	tags=44%, list=24%, signal=57%		negative	TRUE	TRUE
GOBP_ANTIMICROBIAL_HUMORAL_RESPONSE	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.4644667	-2.1158373	0	0.0034696108	0.083	117	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4306	tags=48%, list=24%, signal=62%		negative	TRUE	TRUE
GOBP_MITOTIC_CHROMOSOME_CONDENSATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.71590346	-2.1135948	0	0.003474466	0.086	16	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4293	tags=69%, list=24%, signal=90%		negative	TRUE	TRUE
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.51136774	-2.0898716	0	0.0036860672	0.116	66	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2545	tags=44%, list=14%, signal=51%		negative	TRUE	TRUE
GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.60368806	-2.0935495	0	0.003689878	0.113	30	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3330	tags=47%, list=18%, signal=57%		negative	TRUE	TRUE
GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.52087015	-2.094933	0	0.00372506	0.111	60	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2675	tags=43%, list=15%, signal=51%		negative	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.5036339	-2.0975704	0	0.0037279236	0.108	70	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	6905	tags=70%, list=38%, signal=113%		negative	TRUE	TRUE
GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.50489116	-2.087793	0	0.0038363247	0.122	67	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2545	tags=42%, list=14%, signal=48%		negative	TRUE	TRUE
GOBP_MITOTIC_NUCLEAR_DIVISION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.40289873	-2.083793	0	0.003978789	0.13	260	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	4160	tags=42%, list=23%, signal=53%		negative	TRUE	TRUE
GOBP_SISTER_CHROMATID_SEGREGATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.41530317	-2.0657172	0	0.0047792206	0.159	218	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2562	tags=33%, list=14%, signal=39%		negative	TRUE	TRUE
GOBP_REGULATION_OF_DNA_TEMPLATED_DNA_REPLICATION_INITIATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.69047546	-2.063969	0	0.004862849	0.165	17	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2232	tags=53%, list=12%, signal=60%		negative	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_SEGREGATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.6147787	-2.066986	0	0.004864362	0.158	29	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3038	tags=62%, list=17%, signal=74%		negative	TRUE	TRUE
GOBP_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	0.72431934	2.1893525	0	0.005566991	0.02	17	GSEA_ERpositive_vs_ERnegative_GO_BP	pos	gsea_report_for_na_pos_1779214203280.tsv	2240	tags=59%, list=12%, signal=67%		positive	TRUE	TRUE
GOBP_IMMUNE_RESPONSE_INHIBITING_SIGNAL_TRANSDUCTION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.5921801	-2.045968	0	0.005717001	0.206	29	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5015	tags=69%, list=28%, signal=95%		negative	TRUE	TRUE
GOBP_RNA_5_END_PROCESSING	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.58966225	-2.0473676	0.0019011407	0.0057618325	0.203	31	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5678	tags=81%, list=31%, signal=117%		negative	TRUE	TRUE
GOBP_CELL_CYCLE_DNA_REPLICATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.54994565	-2.0508204	0	0.0058035357	0.195	43	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2495	tags=49%, list=14%, signal=56%		negative	TRUE	TRUE
GOBP_REGULATION_OF_NUCLEAR_DIVISION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.43495756	-2.047997	0	0.005861131	0.202	141	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3254	tags=39%, list=18%, signal=47%		negative	TRUE	TRUE
GOBP_METABOLIC_COMPOUND_SALVAGE	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.5675948	-2.0413904	0	0.0059685456	0.219	37	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2000	tags=32%, list=11%, signal=36%		negative	TRUE	TRUE
GOBP_CALCIUM_INDEPENDENT_CELL_CELL_ADHESION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.6379566	-2.024579	0	0.007562326	0.273	21	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	3362	tags=57%, list=19%, signal=70%		negative	TRUE	TRUE
GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.62243915	-2.01643	0	0.008005377	0.29	23	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	6097	tags=87%, list=34%, signal=131%		negative	TRUE	TRUE
GOBP_REGULATION_OF_CELL_KILLING	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.43949637	-2.0140555	0	0.008105655	0.299	110	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	6955	tags=67%, list=38%, signal=108%		negative	TRUE	TRUE
GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.43431193	-2.0116768	0	0.00815839	0.306	117	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2562	tags=36%, list=14%, signal=42%		negative	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.51012254	-2.0050197	0	0.008614393	0.324	51	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2843	tags=41%, list=16%, signal=49%		negative	TRUE	TRUE
GOBP_INTERLEUKIN_2_PRODUCTION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.4621325	-1.9893812	0	0.010016635	0.381	73	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5268	tags=59%, list=29%, signal=83%		negative	TRUE	TRUE
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.49159428	-1.9908649	0	0.010110502	0.377	60	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2545	tags=43%, list=14%, signal=50%		negative	TRUE	TRUE
GOBP_MITOTIC_SPINDLE_ORGANIZATION	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.4306768	-1.9871211	0	0.010159933	0.39	120	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	2682	tags=35%, list=15%, signal=41%		negative	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.53637695	-1.9769069	0	0.011493382	0.436	36	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	6153	tags=69%, list=34%, signal=105%		negative	TRUE	TRUE
GOBP_POSITIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	GO_BP	ERpositive_vs_ERnegative	GSEAPreranked	DanielGarbozo/GSEA-Pipeline/preranked	limma_t_stat_or_user_supplied_rnk	-0.6696031	-1.973199	0	0.012162665	0.461	17	GSEA_ERpositive_vs_ERnegative_GO_BP	neg	gsea_report_for_na_neg_1779214203280.tsv	5072	tags=82%, list=28%, signal=114%		negative	TRUE	TRUE
